industry,name,max_change,min_change,start,end,amount,turn,change,up_count,down_count
家居用品,永艺股份,1.32,-1.34,15.0,15.0,44114.795474452556,1.3146051094890512,4.13,215,196
汽车配件,苏奥传感,2.22,-2.01,25.2,24.41,59185.86309002433,3.7046282238442827,4.11,211,200
证券,招商证券,1.75,-1.87,19.54,19.62,321704.40413625306,0.35806861313868615,4.11,216,195
广告包装,嘉美包装,1.61,-1.22,14.3,14.43,137508.56366666665,13.470276515151516,4.1,66,66
汽车整车,华菱星马,0.8200000000000001,-0.9,8.55,9.04,81468.6440586797,2.489054523227384,4.09,225,184
电气设备,国电南自,1.13,-1.25,12.99,12.53,183308.1903892944,3.8173798053527985,4.09,217,194
医疗保健,阳普医疗,1.26,-1.38,13.85,13.81,94068.13204379562,3.9479046228710453,4.08,217,194
食品,元祖股份,1.85,-1.7000000000000002,27.35,27.62,53567.92863746958,1.8467637469586375,4.08,209,202
通信设备,盛洋科技,1.55,-2.58,25.66,25.78,59789.19523114356,3.3415423357664236,4.08,226,185
证券,国投资本,1.38,-1.57,16.5,15.86,267743.01605839416,0.49586350364963505,4.08,197,214
钢加工,武进不锈,1.0,-1.36,17.33,17.2,36525.884184914845,2.0338092457420927,4.07,224,187
互联网,富春股份,0.76,-0.75,8.78,8.75,219068.21727493918,6.019532116788321,4.07,208,203
证券,国金证券,1.13,-1.08,12.44,12.43,436912.9046228711,1.49338102189781,4.02,213,198
纺织,兴业科技,1.53,-1.6800000000000002,18.21,18.19,29167.036788321166,0.9668615571776157,4.02,211,200
机械基件,轴研科技,1.21,-1.33,13.31,13.93,81107.17549878346,2.0376854014598536,4.01,226,185
专用机械,天准科技,21.9,-9.35,70.99,71.23,169617.56515837103,9.242944343891404,4.0,114,107
供气供热,成都燃气,4.6,-1.84,23.0,22.44,193315.6221487603,12.010414876033057,4.0,59,62
批发业,泰达股份,1.26,-1.23,13.39,13.89,411939.1619221411,3.5342805352798057,3.99,221,190
化学制药,恩华药业,1.5,-1.28,17.03,16.88,189841.76958637472,1.7787430656934307,3.99,205,206
种植业,雪榕生物,1.0,-0.85,12.58,12.76,87313.94841849148,3.9737367396593672,3.98,219,192
运输设备,祥和实业,1.5,-1.31,16.95,16.75,35633.45744525547,5.3820099756691,3.98,222,189
软件服务,优博讯,2.32,-1.94,24.86,25.5,78170.29802955665,2.678654679802956,3.98,221,185
机场,白云机场,1.48,-2.1,23.51,23.5,245988.88759124087,0.7815184914841848,3.97,214,197
汽车配件,新朋股份,0.74,-0.88,9.33,9.25,135630.35299270073,4.932124817518249,3.96,216,195
航空,中直股份,3.77,-4.44,50.77,50.96,244354.400486618,0.9468610705596107,3.95,211,200
电器仪表,炬华科技,1.16,-1.17,14.2,13.52,38081.757737226275,1.1385469586374695,3.94,215,196
元器件,光库科技,4.28,-4.72,50.55,50.75,53216.1796107056,5.081880048661802,3.94,224,187
化工原料,东岳硅材,3.04,-1.47,15.99,15.99,471211.47818181815,12.972578787878788,3.93,35,31
元器件,利通电子,8.49,-4.63,50.0,50.58,94823.34052924793,10.73785097493036,3.93,193,166
软件服务,大智慧,1.18,-1.3,13.43,12.98,475431.4879805353,2.880271776155718,3.92,200,211
元器件,ST宇顺,0.74,-0.68,13.78,13.64,35659.72960880195,1.8227000000000002,3.91,212,197
啤酒,珠江啤酒,0.88,-0.7000000000000001,9.96,9.7,68204.80243309002,0.6750569343065693,3.91,215,196
通信设备,万马科技,2.69,-2.95,32.51,29.55,106377.44063260342,10.685811192214112,3.9,225,186
元器件,中航光电,3.24,-2.85,45.8,45.09,276082.93309002434,0.75924501216545,3.9,206,205
铅锌,盛达资源,1.48,-1.52,17.18,17.46,182930.00729927007,2.8450951338199513,3.89,206,205
多元金融,浙江东方,1.33,-1.25,19.0,19.0,131538.701703163,1.2059790754257909,3.89,219,192
纺织机械,越剑智能,11.51,-3.88,41.44,38.79,164868.42790697675,15.904288372093024,3.89,22,21
环境保护,凯美特气,0.75,-0.78,8.65,8.66,65300.27579075426,1.6122712895377131,3.88,222,189
农用机械,全柴动力,2.06,-2.28,23.4,22.78,348009.54734793183,7.437522627737227,3.88,222,189
化学制药,润都股份,2.84,-2.28,31.85,32.62,81789.71411192213,7.725509002433089,3.88,222,189
软件服务,海得控制,1.4,-1.48,15.0,15.4,85636.75596107055,4.986599513381996,3.88,223,188
元器件,维信诺,1.27,-1.55,18.0,17.18,144520.36785888078,1.2738922141119222,3.88,228,183
医药商业,华通医药,1.27,-1.25,15.32,13.93,35412.22855000001,1.9015609999999998,3.87,213,187
软件服务,梅安森,1.21,-1.25,14.64,13.32,62249.396890547265,5.0113154228855725,3.87,227,175
环境保护,三达膜,8.94,-4.15,24.97,27.2,141474.6853146853,8.562336363636364,3.86,77,66
白酒,金徽酒,1.75,-1.66,19.78,19.48,61132.4449388753,1.3271290953545234,3.86,211,198
软件服务,运达科技,0.94,-1.19,12.34,12.23,56630.10493857494,1.503957248157248,3.86,227,180
多元金融,绿庭投资,0.93,-0.91,10.2,10.2,198443.33654501213,7.769393187347931,3.82,211,200
中成药,马应龙,1.38,-1.73,19.38,19.35,92048.94233576642,1.2688211678832118,3.81,216,195
电气设备,江苏雷利,2.26,-2.27,26.51,27.08,29775.637566909973,2.812436739659368,3.81,218,193
软件服务,同有科技,1.34,-1.47,15.7,15.71,143675.93985365855,5.240584146341463,3.8,214,196
医疗保健,美康生物,1.7000000000000002,-1.39,18.8,18.65,59137.136228710464,1.9194423357664236,3.79,217,194
家用电器,海信家电,1.35,-1.13,15.51,15.4,109918.66812652069,1.1388987834549877,3.78,211,200
公共交通,强生控股,0.87,-0.78,9.08,9.52,97424.67074812968,1.538622194513716,3.77,238,163
电气设备,许继电气,1.46,-1.16,16.35,16.05,196995.7795620438,1.679888321167883,3.77,205,206
软件服务,荣科科技,1.15,-1.27,13.0,12.66,63864.69009876544,2.1824995061728396,3.77,210,195
建筑工程,筑博设计,9.98,-5.14,52.87,52.61,95946.11263513514,10.489112837837837,3.77,80,68
其他商业,辉隆股份,0.72,-0.75,9.41,9.38,100179.295275,2.0871229999999996,3.74,225,175
环境保护,高能环境,1.17,-1.04,13.6,13.43,105539.69876847291,1.4569064039408866,3.74,223,183
汽车配件,正裕工业,1.98,-2.2,24.81,24.67,24732.91231143552,3.527760097323601,3.74,210,201
钢加工,华铁应急,1.04,-0.99,11.48,11.46,76941.50428223844,1.9562922141119221,3.72,212,199
中成药,江中药业,0.87,-1.37,20.0,19.94,79978.45487804878,1.1446224390243902,3.72,221,189
其他建材,恒通科技,1.24,-1.0,14.28,13.73,28141.80899014778,1.6872852216748768,3.69,220,186
塑料,永高股份,0.7000000000000001,-0.68,7.87,7.86,47395.80150851582,0.9473973236009733,3.69,221,190
元器件,航天电器,2.35,-2.52,30.0,29.91,134827.59294403894,1.1955744525547445,3.68,216,195
塑料,永新股份,0.72,-0.91,10.09,10.29,23045.95683698297,0.5857564476885645,3.68,227,184
综合类,中国宝安,0.71,-0.8200000000000001,8.85,9.02,331516.56350364967,2.1409739659367397,3.67,224,187
食品,龙大肉食,1.06,-1.32,13.38,13.23,133158.63725060827,1.7819029197080294,3.66,203,208
证券,华泰证券,2.24,-2.44,25.12,24.63,1449736.279805353,1.1672279805352799,3.65,211,200
建筑工程,中设集团,1.23,-1.01,21.88,21.95,67197.53199513382,1.1889352798053527,3.64,195,216
IT设备,新国都,1.83,-2.04,22.21,22.24,171827.50632603405,3.039898783454988,3.63,209,202
新型电力,晶科科技,1.92,-0.55,10.11,10.1,1154398.0668181817,21.531590909090912,3.63,12,10
公共交通,永安行,2.69,-2.34,30.0,29.55,74769.51265206812,3.4225092457420923,3.62,218,193
电气设备,中科电气,0.84,-0.93,10.38,10.36,102053.17491484185,3.53515304136253,3.61,218,193
半导体,华微电子,0.99,-1.13,11.18,11.33,339006.1565432099,4.956342716049383,3.61,219,186
电气设备,和顺电气,1.04,-1.15,11.76,11.48,54172.16520681265,3.919469343065694,3.61,219,192
专用机械,纽威股份,1.31,-1.41,16.42,16.35,29330.525863746956,0.30675255474452556,3.61,214,197
电气设备,盛弘股份,1.87,-2.14,21.4,21.44,75124.36372262774,6.445064233576643,3.6,223,188
医药商业,九州通,1.83,-1.23,20.2,20.18,117316.72250608273,0.46036545012165453,3.59,217,194
软件服务,信息发展,2.58,-2.32,28.96,28.38,75026.37435323383,3.065239303482587,3.59,214,188
家居用品,索菲亚,2.33,-2.09,27.18,26.88,216430.86690997565,1.7216267639902678,3.58,208,203
通信设备,润欣科技,1.17,-1.28,13.53,13.53,170042.45328467153,4.510167153284672,3.55,223,188
装修装饰,华立股份,1.77,-1.56,22.18,21.98,13750.474744525547,1.6467372262773723,3.53,225,186
饲料,京基智农,2.63,-2.19,28.95,28.93,21756.62282178218,0.2370742574257426,3.53,207,197
染料涂料,浙江龙盛,2.3,-2.2,25.19,25.3,1218377.6155717762,2.3371493917274937,3.52,205,206
互联网,佳云科技,0.78,-0.9,8.73,9.05,100909.64600973237,3.450268126520681,3.52,224,187
环境保护,久吾高科,2.12,-2.01,25.63,23.3,46493.38184914841,3.478642335766424,3.52,209,202
软件服务,恒锋信息,2.3,-2.52,25.25,25.25,60670.30783454989,5.993152554744525,3.51,224,187
化工原料,美思德,1.91,-2.1,21.01,21.01,18715.385790754255,2.172639416058394,3.51,233,178
多元金融,ST宏盛,0.52,-0.54,10.99,10.86,9850.482344139651,0.7368885286783042,3.51,215,186
电器仪表,集智股份,3.83,-3.94,43.97,42.14,17594.650097323603,2.63637104622871,3.51,224,187
化工原料,康达新材,1.7000000000000002,-1.59,18.6,19.06,106820.70626262626,3.298892929292929,3.5,210,186
电气设备,通达股份,0.91,-1.0,9.48,9.97,97812.34778588807,5.30221605839416,3.5,217,194
化工原料,日科化学,0.84,-0.85,10.19,10.28,39629.414233576645,1.5814810218978106,3.5,232,179
IT设备,传艺科技,1.73,-1.72,19.57,20.4,84783.69386861312,7.582537712895377,3.5,215,196
铜,楚江新材,0.8200000000000001,-0.85,9.65,9.88,116827.27097560976,1.5108039024390243,3.49,220,190
玻璃,秀强股份,1.14,-1.21,13.2,12.49,157575.01630170314,3.8414270072992704,3.49,224,187
证券,锦龙股份,1.49,-1.39,17.02,16.4,211458.84647201948,1.9825289537712898,3.49,216,195
日用化工,赞宇科技,1.27,-1.22,14.54,14.07,74826.17532846714,2.2412114355231143,3.49,220,191
医疗保健,新华医疗,1.6800000000000002,-1.22,19.82,19.83,113219.83257907542,1.6976793187347934,3.48,222,189
元器件,得润电子,1.6,-1.9,18.49,18.96,135089.05255474453,2.447558637469587,3.46,224,187
橡胶,双箭股份,0.95,-0.95,11.4,11.79,49669.03510948905,1.8952892944038928,3.45,231,180
专用机械,新美星,1.44,-1.67,18.68,19.11,27781.608394160587,3.055278832116788,3.44,210,201
软件服务,北信源,0.9,-1.04,10.6,10.7,438169.21849148424,5.795219464720194,3.44,225,186
软件服务,神州泰岳,0.63,-0.65,7.38,7.3,249175.86934306571,3.232609245742093,3.43,228,183
中成药,康惠制药,1.33,-1.69,20.3,20.57,16264.367688564476,1.6353878345498785,3.42,235,176
中成药,香雪制药,1.13,-1.15,12.7,12.93,113214.94362530413,1.8855975669099756,3.41,219,192
证券,海通证券,1.45,-1.45,16.64,16.54,1141918.9513381994,1.0583836982968369,3.4,204,207
机械基件,云内动力,0.58,-0.62,6.46,6.39,144189.8103892944,1.8785756690997568,3.38,240,171
塑料,天晟新材,0.81,-0.86,8.8,9.01,65810.6295620438,4.147103649635037,3.37,215,196
航空,晨曦航空,2.19,-2.11,26.2,26.39,75257.97997566909,6.232030656934306,3.36,221,190
轻工机械,巨星科技,0.99,-1.17,13.25,13.18,127263.84087591241,1.1553394160583943,3.35,219,192
水泥,博闻科技,1.04,-0.94,11.68,12.05,24182.259391727493,1.2599287104622872,3.35,211,200
化学制药,金河生物,0.8,-0.74,9.5,8.8,78173.33810218978,1.8740104622871046,3.35,213,198
通信设备,烽火通信,3.45,-3.17,40.24,41.35,773477.8418491484,2.258862287104623,3.34,211,200
IT设备,汇金股份,1.03,-1.12,11.0,11.42,155695.7411056511,3.897744963144963,3.33,208,199
化工原料,ST昌九,0.61,-0.64,12.98,12.88,15017.357376558604,0.7292256857855363,3.33,208,193
矿物制品,三祥新材,1.56,-1.65,22.5,21.52,35267.02815085158,2.5980659367396592,3.33,214,197
电气设备,国电南瑞,2.08,-2.25,24.24,24.18,396338.7632603406,0.7150454987834549,3.32,202,209
工程机械,汉钟精机,1.63,-1.79,17.46,17.94,159231.09659367398,2.7598868613138685,3.31,216,195
电气设备,晶澳科技,1.75,-1.6,19.6,19.26,118870.37305343512,2.337523155216285,3.31,192,201
造纸,京华激光,2.25,-2.44,25.5,26.4,54241.270632603395,5.5046379562043795,3.3,228,183
机械基件,东睦股份,1.14,-1.35,15.2,15.32,166402.47802919708,2.8367350364963513,3.29,202,209
环境保护,维尔利,0.85,-0.73,9.62,9.36,83444.19430656935,1.5433895377128954,3.28,217,194
元器件,TCL科技,0.61,-0.71,7.17,7.36,1280270.6669099757,2.2517041362530414,3.27,220,191
中成药,龙津药业,2.0,-2.19,21.95,21.95,164850.1922871046,2.9165097323600975,3.27,210,201
中成药,昆药集团,1.2,-1.41,15.1,15.3,248519.6124087591,2.929618491484185,3.27,218,193
半导体,聚飞光电,0.6000000000000001,-0.75,7.98,7.82,215014.8117518248,3.6892725060827245,3.26,228,183
广告包装,海顺新材,1.94,-1.3,22.98,22.74,18704.095012165446,1.8261250608272503,3.26,216,195
环境保护,三峰环境,3.01,-0.66,11.92,11.92,619319.5800000001,15.03648888888889,3.26,5,4
汽车配件,成飞集成,1.93,-1.32,26.19,26.2,64074.891613691936,0.9274070904645476,3.26,217,192
软件服务,高鸿股份,0.72,-0.79,8.37,8.47,252500.6892944039,4.515402433090024,3.25,225,186
汽车配件,通达电气,4.43,-1.64,23.48,22.41,220745.40715328467,14.158814598540145,3.25,64,73
软件服务,超图软件,2.68,-2.49,30.4,31.17,253215.39975669098,3.4641725060827246,3.25,204,207
装修装饰,中装建设,0.94,-1.07,11.75,11.77,134333.27409756096,3.656548536585366,3.25,219,191
普钢,宏达矿业,0.7000000000000001,-0.66,8.0,8.56,101618.56844282239,3.9729666666666668,3.23,202,209
软件服务,南威软件,1.39,-1.17,15.98,15.65,143370.6177615572,2.240043309002433,3.23,219,192
家居用品,松霖科技,5.96,-2.28,28.56,28.56,91530.16779081634,10.541483163265307,3.23,106,90
电气设备,大连电瓷,0.87,-0.91,9.53,9.53,144033.0486618005,5.158330656934307,3.22,210,201
软件服务,鼎捷软件,2.37,-2.6,25.0,26.04,156946.46812652066,3.8348138686131388,3.19,222,189
房产服务,锦和商业,3.48,-1.22,13.99,13.5,280108.9641025641,25.681058974358972,3.18,20,19
纺织,康隆达,2.37,-2.73,29.95,29.89,17315.045182481754,1.6726810218978103,3.17,201,210
区域地产,金科股份,0.64,-0.71,8.35,8.34,199534.16812652067,0.5376238442822384,3.16,209,202
专用机械,隆华科技,0.71,-0.81,8.57,8.25,146100.13527980537,3.7410985401459858,3.16,228,183
元器件,联合光电,3.39,-3.73,35.94,37.27,67710.16827250607,3.757008272506083,3.15,208,203
百货,中兴商业,0.94,-1.08,11.31,11.4,17254.45385,0.699811,3.15,216,184
中成药,新天药业,2.46,-2.71,26.0,27.06,42605.05695863747,3.567070559610705,3.15,222,189
化纤,恒力石化,1.41,-1.71,19.64,19.65,274484.0163017032,0.720274209245742,3.14,225,186
电气设备,通光线缆,1.64,-1.71,19.66,18.04,120900.81535279805,3.3137520681265205,3.14,209,202
广告包装,东港股份,1.96,-1.84,22.55,22.65,145649.1673965937,2.2135929440389295,3.14,201,210
农业综合,温氏股份,4.12,-4.53,45.38,45.32,1020159.6739659368,0.7491228710462287,3.14,202,209
船舶,中船科技,1.57,-1.57,19.0,18.65,295047.84975,3.2968495,3.13,210,190
互联网,广博股份,0.78,-0.85,8.48,8.55,135820.66374695863,6.971264963503651,3.12,217,194
通信设备,中天科技,1.15,-1.01,12.5,12.63,607636.5817518248,2.0238564476885648,3.11,215,196
元器件,同为股份,1.48,-1.26,15.52,16.28,66665.349513382,6.817184914841849,3.1,214,197
元器件,京泉华,2.0,-2.18,26.7,26.5,123515.7487591241,10.636754501216544,3.1,224,187
电气设备,茂硕电源,0.93,-1.09,11.4,11.51,95153.459756691,5.539673722627738,3.09,221,190
电器仪表,必创科技,3.29,-3.62,36.18,36.18,95885.22032499999,5.67309275,3.08,206,194
水泥,福建水泥,1.07,-0.96,13.1,13.25,135653.13552311435,3.6608026763990265,3.08,224,187
机床制造,鲍斯股份,0.87,-0.89,10.41,10.4,45884.197250608275,1.9424350364963503,3.07,217,194
建筑工程,海波重科,1.47,-1.51,17.58,17.4,26638.65725060827,3.77559099756691,3.06,238,173
纺织,振静股份,1.53,-1.6800000000000002,17.62,16.84,94778.3871,7.928800000000001,3.06,208,192
染料涂料,东方材料,1.7000000000000002,-1.57,18.72,19.58,47288.720729927,5.783251824817519,3.06,220,191
化工原料,国泰集团,1.05,-1.15,11.47,11.53,47799.77715,2.438709,3.05,211,189
化工原料,凯龙股份,2.1,-2.31,22.0,23.1,149891.05666666667,4.075182481751824,3.05,225,186
仓储物流,易见股份,1.77,-1.87,20.79,19.45,344175.5114914425,2.2040481662591684,3.04,215,194
软件服务,东方国信,1.87,-1.89,19.8,20.61,308475.6204379562,2.6064956204379564,3.04,204,207
文教休闲,美吉姆,2.2,-1.51,24.5,25.0,33536.447858880776,0.5593126520681265,3.04,186,225
农药化肥,国光股份,1.41,-1.96,25.7,25.72,22669.699367396595,0.7880703163017032,3.03,220,191
食品,好想你,1.05,-0.98,12.4,12.51,103039.52262773721,3.3570800486618007,3.03,210,201
证券,中国银河,1.26,-1.26,14.3,14.23,537288.1133819952,3.341364720194647,3.03,209,202
汽车服务,中国汽研,0.74,-0.8200000000000001,9.83,9.76,37170.168418491485,0.4831423357664234,3.02,233,178
电气设备,国网英大,1.03,-1.19,12.46,11.91,169808.913175,1.7374292500000001,3.01,214,186
元器件,崇达技术,2.02,-2.15,22.92,23.13,198195.79464720192,3.623642579075426,3.01,207,204
公路,中公高科,2.14,-2.62,31.8,32.24,10396.810827250609,1.5997306569343064,2.99,234,177
化工原料,丰元股份,2.39,-2.25,26.99,26.28,54697.64214111923,3.8112299270072993,2.99,221,190
其他建材,瑞泰科技,0.8,-0.9,10.49,10.64,37332.67238442822,1.8985114355231143,2.99,228,183
证券,浙商证券,1.17,-1.18,12.49,12.83,473499.9304136253,3.950045255474453,2.99,207,204
证券,国信证券,1.34,-1.23,14.9,14.94,236932.82457420925,0.23985036496350368,2.99,203,208
农药化肥,华昌化工,1.5,-1.51,15.9,16.47,258758.95961070558,3.946994403892944,2.99,220,191
机械基件,华伍股份,0.6900000000000001,-0.62,8.45,8.43,58541.654622871036,3.567044525547445,2.99,209,202
工程机械,中联重科,0.47,-0.63,7.0,7.01,246994.7372262774,0.6965002433090025,2.99,236,175
元器件,力源信息,1.09,-1.17,13.72,13.29,340163.75352798053,7.361363990267639,2.98,212,199
保险,中国人保,1.47,-1.28,12.83,12.83,582110.954987013,5.5009958441558435,2.98,178,207
建筑工程,天健集团,0.58,-0.58,8.03,8.0,91540.54187192119,0.9264334975369457,2.96,212,194
塑料,天龙股份,1.56,-2.44,25.0,25.0,62279.13270072993,8.077265206812653,2.95,218,193
元器件,深天马A,1.72,-1.87,20.31,19.61,544325.1170316302,2.0096992700729928,2.94,216,195
机械基件,国茂股份,4.55,-2.21,25.29,24.88,106574.34914979756,7.235917813765183,2.93,129,118
农业综合,绿康生化,2.13,-2.2,24.48,24.28,41691.1205839416,5.226211192214112,2.93,220,191
电气设备,汉缆股份,0.58,-0.46,6.6,6.35,221675.94141119227,1.6325953771289536,2.93,222,189
农业综合,农产品,0.8300000000000001,-0.99,9.02,9.88,117096.7674064838,1.0321870324189528,2.92,214,187
医疗保健,尚荣医疗,1.18,-1.24,12.94,12.94,165212.2522141119,3.94375693430657,2.92,214,197
生物制药,量子生物,1.47,-1.34,18.48,18.5,64347.41445255474,1.0688102189781021,2.91,200,211
电气设备,正泰电器,2.44,-2.22,30.2,30.27,219426.75255474454,0.47680000000000006,2.91,196,215
食品,得利斯,0.93,-1.06,10.27,10.61,87724.4682481752,2.443043795620438,2.9,226,185
医疗保健,戴维医疗,1.1,-1.02,13.24,12.59,38369.06148418492,2.029687834549878,2.9,224,187
多元金融,华金资本,1.27,-1.45,14.4,14.67,140903.8827007299,3.5400664233576635,2.89,223,188
旅游服务,凯撒旅业,1.11,-1.0,13.44,12.22,73076.75182481752,1.1449839416058396,2.89,200,211
园区开发,南京高科,1.14,-1.23,13.29,13.88,180875.56326034063,1.4868627737226277,2.89,229,182
影视音像,华数传媒,1.26,-0.99,13.89,13.89,134414.89503722085,0.9800052109181141,2.88,206,197
机械基件,通润装备,0.72,-0.81,8.66,8.64,29637.64284671533,1.3660727493917273,2.88,225,186
综合类,数源科技,0.94,-1.08,11.0,10.78,59830.58426433916,2.270076059850374,2.87,223,178
轻工机械,普丽盛,1.44,-1.71,19.99,19.95,15933.13708029197,1.4188345498783457,2.86,223,188
家用电器,兆驰股份,0.59,-0.6000000000000001,6.72,6.46,226243.16326034063,1.3374844282238445,2.85,223,188
互联网,掌趣科技,0.67,-0.5700000000000001,7.97,7.49,314578.7228710462,2.33762700729927,2.84,220,191
港口,北部湾港,0.74,-0.86,11.14,11.01,48977.98435523114,1.6539433090024331,2.84,215,196
电器仪表,新天科技,0.5,-0.59,6.21,6.4,89877.45815085157,2.929521167883211,2.83,221,190
软件服务,东华软件,1.42,-1.48,17.0,17.2,562771.9900243308,1.8364639902676398,2.83,211,200
食品,上海梅林,1.06,-1.06,11.58,11.62,204745.29416058396,2.431934793187348,2.82,216,195
机械基件,开山股份,1.06,-1.24,15.25,15.19,34558.642335766424,0.3869664233576643,2.82,207,204
焦炭加工,美锦能源,1.73,-1.83,19.78,20.23,905599.3746958637,6.534665693430656,2.82,212,199
电器仪表,理工光科,2.81,-2.63,33.0,31.05,18660.67172749392,1.7095226277372262,2.81,218,193
空运,春秋航空,2.73,-3.92,47.6,47.14,174371.08345498782,0.5015934306569343,2.8,203,208
水力发电,长江电力,0.59,-0.62,19.4,19.52,353990.899270073,0.12159367396593675,2.8,215,196
食品,道道全,1.45,-1.28,17.39,17.28,40129.32727493917,1.9109270072992703,2.78,229,182
火力发电,穗恒运A,0.8300000000000001,-0.8200000000000001,9.82,10.15,58709.64627737227,1.1691350364963504,2.78,219,192
种植业,荃银高科,1.49,-1.74,17.12,17.49,121558.77845386535,2.6980980049875307,2.77,198,203
半导体,英飞特,1.55,-1.51,17.5,17.08,54904.50004866181,3.3482172749391723,2.76,222,189
家用电器,深康佳A,1.13,-1.15,12.6,12.58,426185.98418491485,3.465464720194648,2.76,209,202
银行,平安银行,1.01,-1.55,17.26,17.22,1350671.6690997567,0.5554214111922142,2.76,206,205
专用机械,聚龙股份,1.38,-1.6800000000000002,16.72,16.8,240324.38394160586,5.587556690997567,2.75,214,197
电气设备,奥特迅,1.7000000000000002,-1.76,17.29,18.73,52158.60493917276,1.7088907542579075,2.75,214,197
酒店餐饮,全新好,1.01,-1.02,11.06,11.18,98404.5090510949,3.9914301703163013,2.75,199,212
普钢,金岭矿业,0.67,-0.73,7.17,7.39,73614.36565853658,2.205357073170732,2.75,224,186
环境保护,联泰环保,1.49,-1.81,16.5,18.08,67420.12805352798,6.669634793187348,2.75,225,186
电器仪表,安科瑞,1.1,-1.22,12.5,12.64,17776.541046228715,0.9822381995133819,2.74,221,190
化学制药,海正药业,1.56,-1.45,18.89,17.78,355309.96423357667,2.781944768856448,2.73,206,205
食品,爱普股份,0.96,-0.94,11.3,11.4,38630.30861313869,1.349713381995134,2.71,225,186
出版业,中文传媒,1.6,-1.44,18.81,17.95,147096.0284671533,0.7856221411192215,2.71,211,200
化工原料,高争民爆,1.58,-1.69,18.2,18.53,39751.761800486616,3.4292992700729927,2.7,216,195
中成药,特一药业,1.36,-1.46,18.61,18.62,17664.494525547445,0.9157138686131387,2.7,228,183
通信设备,南京熊猫,1.6,-1.73,17.0,17.71,312163.8224817518,4.0602192214111925,2.69,208,203
元器件,星星科技,0.64,-0.73,7.62,7.76,220688.5329177057,5.432662842892769,2.68,221,180
